"countryname","countrycode.x","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","countrycode2","population.x","cases.x","deaths.x","cases_prev_week","deaths_prev_week.x","cases_infected.x","cum_deaths.x","cases_contagious.x","cases_active.x","p_cases_infected.x","p_cases","p_cases_contagious.x","p_cases_active.x","countrycode.y","population.y","cases.y","deaths.y","cum_cases","cum_deaths.y","deaths_prev_week.y","cases_infected.y","cases_infected_low","cases_infected_high","cases_daily","cases_contagious.y","cases_active.y","p_cases_infected.y","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious.y","p_cases_active.y","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","population"
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-14,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8135,190,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,"CD",86790568,42,1,642,7,8074,189,953,1663,9.3028541995485e-05,4.83923552614611e-07,1.09804558486125e-05,1.9161068285669e-05,"CD",86790568,42,1,8074,189,7,16123.2295662898,15931.3202079036,16317.4506729403,0,0,2923.20814031906,0.000185771679317617,0.000183560501734515,0.000188009492839594,0,0,3.36811730546464e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-15,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8163,192,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,"CD",86790568,61,0,475,7,8135,189,947,1583,9.3731383345711e-05,7.02841350225983e-07,1.09113239125247e-05,1.82393091378317e-05,"CD",86790568,61,0,8135,189,7,16013.2606281316,15822.5952019575,16206.2236106972,0,0,1769.70131475879,0.00018450461838355,0.000182307773374148,0.000186727935813224,0,0,2.03904796977338e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-16,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8199,193,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,"CD",86790568,27,2,425,7,8162,191,974,1610,9.40424770581061e-05,3.11093712395107e-07,1.12224176249198e-05,1.85504028502268e-05,"CD",86790568,27,2,8162,191,7,16017.2102493989,15828.1564376379,16208.5221474938,0,0,1769.70131475879,0.000184550125877721,0.000182371849872418,0.000186754419529709,0,0,2.03904796977338e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-17,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8249,193,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,"CD",86790568,36,1,353,4,8198,192,820,1372,9.44572686746329e-05,4.1479161652681e-07,9.44803126533289e-06,1.58081693854106e-05,"CD",86790568,36,1,8198,192,4,15966.017921915,15778.3557716203,16155.9120590632,0,0,1387.19347732609,0.000183960288425753,0.000181798047129042,0.000186148246651216,0,0,1.59832284693204e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-18,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8324,193,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,"CD",86790568,50,0,344,4,8248,192,838,1309,9.50333681420313e-05,5.76099467398347e-07,9.65542707359629e-06,1.50822840564887e-05,"CD",86790568,50,0,8248,192,4,15871.535016686,15684.9322172945,16060.357819598,0,0,261.830355071745,0.000182871657398141,0.000180721621931251,0.000185047271721946,0,0,3.01680656211104e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-19,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8403,194,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,"CD",86790568,75,0,353,4,8323,192,891,1285,9.58975173431288e-05,8.6414920109752e-07,1.02660925090385e-05,1.48057563121375e-05,"CD",86790568,75,0,8323,192,4,15836.3772078722,15650.1401825201,16024.8304580765,0,0,255.714636396264,0.00018246656949949,0.000180320748477185,0.000184637925840933,0,0,2.94634131667699e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-20,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8443,194,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,"CD",86790568,79,1,370,5,8402,193,742,1281,9.68077545016182e-05,9.10237158489388e-07,8.54931609619147e-06,1.47596683547456e-05,"CD",86790568,79,1,8402,193,5,15898.9826587725,15712.7954452651,16087.3760792273,0,0,0,0.000183187908837888,0.000181042661747128,0.000185358575821595,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-21,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8534,196,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,"CD",86790568,40,1,368,5,8442,194,705,1254,9.72686340755369e-05,4.60879573918677e-07,8.12300249031669e-06,1.44485746423505e-05,"CD",86790568,40,1,8442,194,5,15892.2902742771,15706.9606888435,16079.8066007305,0,0,0,0.000183110799255019,0.000180975433745791,0.000185271360370986,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-22,3,1,1,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8626,197,55.56,55.56,70.24,70.24,51.39,51.39,51.6,51.6,50,50,"CD",86790568,91,1,398,6,8533,195,688,1345,9.83171351062019e-05,1.04850103066499e-06,7.92712867140125e-06,1.54970756730155e-05,"CD",86790568,91,1,8533,195,6,15984.8803206439,15799.2483090754,16172.69340077,0,0,0,0.000184177620782986,0.000182038770723051,0.000186341601091607,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-23,3,1,1,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8720,201,55.56,55.56,70.24,70.24,51.39,51.39,51.6,51.6,50,50,"CD",86790568,92,2,463,6,8625,197,721,1247,9.93771581262148e-05,1.06002302001296e-06,8.30735431988416e-06,1.43679207169148e-05,"CD",86790568,92,2,8625,197,6,16163.7674871833,15977.6480649206,16352.0549656707,0,0,0,0.00018623875681034,0.00018409429080958,0.000188408203131828,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-24,3,1,1,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8767,201,55.56,55.56,70.24,70.24,51.39,51.39,51.6,51.6,50,50,"CD",86790568,94,3,521,8,8719,200,749,1309,0.000100460225124924,1.08306699870889e-06,8.62997002162723e-06,1.50822840564887e-05,"CD",86790568,94,3,8719,200,8,16428.5042545987,16241.7194590701,16617.4371330276,0,0,0,0.000189289051024516,0.000187136918600073,0.000191465933637254,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-25,3,1,1,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8801,204,55.56,55.56,70.24,70.24,51.39,51.39,51.6,51.6,50,50,"CD",86790568,47,0,518,8,8766,200,734,1334,0.000101001758624278,5.41533499354446e-07,8.45714018140773e-06,1.53703337901879e-05,"CD",86790568,47,0,8766,200,8,16357.0694538487,16171.0570512102,16545.2215195794,0,0,0,0.0001884659800112,0.00018632274708941,0.000190633866108347,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-26,3,1,1,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8831,204,55.56,55.56,70.24,70.24,51.39,51.39,51.6,51.6,50,50,"CD",86790568,34,3,477,11,8800,203,726,1140,0.000101393506262109,3.91747637830876e-07,8.36496426662399e-06,1.31350678566823e-05,"CD",86790568,34,3,8800,203,11,16505.462190431,16320.0857928512,16692.9442392442,0,0,0,0.000190175759541417,0.000188039854663137,0.000192335925710778,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-27,3,1,1,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8844,208,55.56,55.56,70.24,70.24,51.39,51.39,51.6,51.6,50,50,"CD",86790568,31,1,429,11,8831,204,696,1094,0.000101750687931896,3.57181669786975e-07,8.01930458618499e-06,1.26050563466758e-05,"CD",86790568,31,1,8831,204,11,16487.2928442172,16302.8535055052,16673.818803511,0,0,0,0.000189966412527883,0.000187841304431896,0.000192115562643984,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-28,3,1,1,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8873,208,55.56,55.56,70.24,70.24,51.39,51.39,51.6,51.6,50,50,"CD",86790568,13,4,402,14,8844,208,682,999,0.00010190047379342,1.4978586152357e-07,7.85799673531345e-06,1.1510467358619e-05,"CD",86790568,13,4,8844,208,14,16681.6361436601,16498.0334307613,16867.2821277358,0,0,0,0.000192205633953912,0.000190090165451634,0.000194344645004925,0,0,0,53,1.92,1.92,9.62,11.54,0,21.15,15.38,21.15,3.85,9.62,1.92,1.92,7.69,19.23,15.38,19.23,70,67.35,47.92,41.67,42.86,16.67,43.75,38,39.62,33.96,7.55,1.89,3.77,1.89,2.33,0,11.63,27.91,58.14,4.44,0,11.11,26.67,57.78,30.19,16.98,13.21,13.21,15.09,20.75,13.21,30.19,1.92,42.86,23.81,19.05,14.29,86790568
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-29,3,1,1,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,8931,210,55.56,55.56,70.24,70.24,51.39,51.39,51.6,51.6,50,50,"CD",86790568,29,0,340,13,8873,208,675,969,0.000102234611484511,3.34137691091041e-07,7.77734280987768e-06,1.116480767818e-05,"CD",86790568,29,0,8873,208,13,16591.5482426165,16408.9021123884,16776.2273917911,0,0,0,0.000191167642117706,0.000189063195350771,0.000193295513307288,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-30,3,1,1,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,9010,215,55.56,55.56,70.24,70.24,51.39,51.39,51.6,51.6,50,50,"CD",86790568,58,5,306,16,8931,213,683,961,0.000102902886866693,6.68275382182082e-07,7.86951872466142e-06,1.10726317633962e-05,"CD",86790568,58,5,8931,213,16,16962.7157436353,16779.6617669026,17147.7667068903,0,0,0,0.000195444230110757,0.000193335084140739,0.000197576385338212,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-31,3,1,1,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,9070,215,55.56,55.56,70.24,70.24,51.39,51.39,51.6,51.6,50,50,"CD",86790568,79,1,291,14,9010,214,687,978,0.000103813124025182,9.10237158489388e-07,7.91560668205328e-06,1.12685055823117e-05,"CD",86790568,79,1,9010,214,14,17061.3770517317,16877.9532765849,17246.7942132054,0,0,0,0.0001965810046517,0.000194467597868295,0.00019871737921113,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-08-01,3,1,1,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,9084,215,55.56,55.56,70.24,70.24,51.39,51.39,51.6,51.6,50,50,"CD",86790568,60,0,304,14,9070,214,668,996,0.00010450444338606,6.91319360878016e-07,7.69668888444191e-06,1.14759013905751e-05,"CD",86790568,60,0,9070,214,14,17047.692157066,16864.3856607153,17232.9910931225,0,0,0,0.000196423327441134,0.000194311271942768,0.000198558339808567,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-08-02,3,1,1,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,9115,215,55.56,55.56,70.24,70.24,51.39,51.39,51.6,51.6,50,50,"CD",86790568,13,0,283,11,9083,214,641,948,0.000104654229247584,1.4978586152357e-07,7.38559517204681e-06,1.09228459018727e-05,"CD",86790568,13,0,9083,214,11,16947.160539544,16764.9057829505,17131.3966252741,0,0,0,0.000195265003214911,0.000193165065850825,0.000197387769432205,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-08-03,3,1,2,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,9133,215,59.26,59.26,73.81,73.81,53.61,53.61,54.17,54.17,50,50,"CD",86790568,31,0,283,10,9114,214,581,952,0.000105011410917371,3.57181669786975e-07,6.69427581116879e-06,1.09689338592645e-05,"CD",86790568,31,0,9114,214,10,16882.8788695628,16701.2871859353,17066.4449842144,0,0,0,0.000194524350498119,0.000192432053053683,0.000196639397315782,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-08-04,3,1,2,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,9178,215,59.26,59.26,73.81,73.81,53.61,53.61,54.17,54.17,50,50,"CD",86790568,18,0,288,6,9132,214,507,934,0.000105218806725634,2.07395808263405e-07,5.84164859941924e-06,1.07615380510011e-05,"CD",86790568,18,0,9132,214,6,16799.3161161134,16618.5959975345,16982.0014886322,0,0,0,0.000193561541342988,0.000191479286061759,0.000195666440259179,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-08-05,3,1,2,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,9253,215,59.26,59.26,73.81,73.81,53.61,53.61,54.17,54.17,50,50,"CD",86790568,45,0,304,6,9177,214,458,929,0.000105737296246293,5.18489520658512e-07,5.27707112136886e-06,1.07039281042613e-05,"CD",86790568,45,0,9177,214,6,16770.9393959189,16590.4990873892,16953.3421954363,0,0,0,0.000193234585075176,0.000191155553762354,0.000195336228188256,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-08-06,3,1,2,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,9309,215,59.26,59.26,73.81,73.81,53.61,53.61,54.17,54.17,50,50,"CD",86790568,75,0,321,1,9252,214,486,929,0.00010660144544739,8.6414920109752e-07,5.59968682311193e-06,1.07039281042613e-05,"CD",86790568,75,0,9252,214,1,16802.0763518054,16621.2772095325,16984.8421497952,0,0,0,0.000193593344749229,0.000191510178957839,0.000195699170326841,0,0,0,50,8.16,8.16,14.29,18.75,4.17,12.5,8.33,12.5,6.25,6.25,2.08,2.08,8.33,20.83,16,30,60,62,64,46.94,58,26,50,52,38,28,16,8,6,0,0,2.08,8.33,35.42,54.17,2.04,0,10.2,24.49,63.27,38,16,16,18,16,20,18,38,4.17,34.78,23.91,19.57,21.74,86790568
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-08-07,3,1,2,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,9355,218,59.26,59.26,73.81,73.81,53.61,53.61,54.17,54.17,50,50,"CD",86790568,56,0,298,0,9308,214,508,906,0.000107246676850876,6.45231403486148e-07,5.8531705887672e-06,1.0438922349258e-05,"CD",86790568,56,0,9308,214,0,16800.8569636965,16620.0478517574,16983.6330937364,0,0,0,0.000193579294972427,0.000191496014310649,0.000195685239595809,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-08-08,3,1,2,0,1,1,0,NA,1,0,1,1,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,9436,218,59.26,59.26,73.81,73.81,53.61,53.61,54.17,54.17,50,50,"CD",86790568,46,3,284,3,9354,217,523,912,0.000107776688360883,5.30011510006479e-07,6.02600042898671e-06,1.05080542853458e-05,"CD",86790568,46,3,9354,217,3,17016.8586614832,16835.8330389343,17199.8307440583,87.8161920567727,87.8161920567727,87.8161920567727,0.000196068064233468,0.000193982288938751,0.000198176266619874,1.01181722945715e-06,1.01181722945715e-06,1.01181722945715e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
